,datetime,Maesang (Cakalang),Deho (Tongkol),Malalugis (Layang),Tude (Selar),B. Tuna (Panitang),sst_dailymean (C),chlorofil_dailymean (mg/m^3),eastward_seawater_dailymean (m/s),northward_seawater_dailymean (m/s),eastward_wind_dailymean (m/s),northward_wind_dailymean (m/s),season,wind_magnitude_dailymean (m/s),wind_direction,seawater_magnitude_dailymean (m/s),seawater_direction
1469,2/13/2022,30151,4720,27135,510,6239,29.04499807,0.137741801,-0.170456576,0.175208091,-2.234749828,-0.32749989,Barat,2.258619704973824,West,0.24444492110393307,North West
1470,2/14/2022,13490,1450,16635,190,3030,28.95785307,0.138992957,-0.195343708,0.118105478,-3.998690621,-2.132592721,Barat,4.531829475624116,South West,0.2282719172145311,North West
1471,2/15/2022,4124,480,2530,125,1830,29.07642693,0.132983454,-0.2642049,0.025988037,-2.934369829,-3.945447571,Barat,4.917019710033232,South West,0.26547995640184097,West
1472,2/16/2022,2740,920,3370,0,1600,28.83785343,0.139238,-0.348281584,-0.028674029,-0.236021441,-3.834194171,Barat,3.841451686737983,South,0.34945995720917994,West
1473,2/17/2022,10320,600,3090,0,1220,28.7914275,0.139506701,-0.348234122,-0.03167287,-1.371180668,-3.392980309,Barat,3.65956989297358,South,0.34967152360343523,West
1474,2/18/2022,5960,1760,11010,270,2250,29.00356829,0.140305164,-0.359391151,-0.011159917,0.218442134,-2.471339168,Barat,2.48097445557132,South,0.35956437972156213,West
1475,2/19/2022,9390,3085,8125,130,1830,28.937138,0.142650689,-0.219707171,0.020902529,4.497764857,-3.475180621,Barat,5.683904384966215,South East,0.22069924491809909,West
1476,2/20/2022,3300,930,14970,50,360,28.73785414,0.146951418,-0.02457523,0.00421236,-0.670514475,-6.250507457,Barat,6.286368835122318,South,0.024933630026983636,West
1477,2/21/2022,12889,2372,10140,1280,2986,28.6678575,0.148627509,0.045256812,-0.008004663,1.586110605,-2.062358618,Barat,2.601743630823824,South East,0.04595926089643863,East
1478,2/22/2022,4325,400,1800,0,350,28.47999786,0.150843413,-0.0030378,0.016296267,-1.732998581,-2.630807841,Barat,3.1503069656805027,South West,0.01657698847726236,
1479,2/23/2022,5600,1231,7660,0,1300,28.54357043,0.152485936,-0.036217431,-0.004314619,-0.184339785,-3.978435536,Barat,3.982703914483407,South,0.036473528008062535,West
1480,2/24/2022,4350,470,4680,90,1487,28.68785743,0.157509385,-0.069952932,-0.000406928,-0.125753356,-3.6904648,Barat,3.692606714312303,South,0.06995411557438067,West
1481,2/25/2022,7225,2440,1625,0,900,28.64357,0.146698851,-0.116286597,-0.005678392,0.335289605,-3.272267179,Barat,3.2893998859946585,South,0.11642515526099192,West
1482,2/26/2022,10190,3130,7900,50,2490,28.54428329,0.135922301,-0.112447199,-0.014959522,-0.548366343,-2.819679921,Barat,2.8725077028662187,South,0.11343791192284035,West
1483,2/27/2022,3459,3115,7040,390,2912,28.76642507,0.161831008,-0.11647126,-0.052898261,0.230624411,-4.22306925,Barat,4.229361832386141,South,0.12792099289331565,South West
1484,2/28/2022,11575,1620,14843,160,1870,28.81928579,0.160746069,-0.17369452,-0.069109316,-4.938212886,-2.986048086,Barat,5.770825736353569,South West,0.18693818185704666,West
1485,3/1/2022,2820,390,7760,0,420,28.6885725,0.174181224,-0.254186709,0.043874854,-3.867266364,-2.200131779,Peralihan 1,4.449306572387599,South West,0.25794550945068223,West
1486,3/2/2022,1580,3575,6435,115,1150,28.7735705,0.184400371,-0.251810576,0.06518058,-2.44689325,-2.589276371,Peralihan 1,3.5625326247368587,South West,0.26010973490930356,West
1487,3/3/2022,11988,2290,12660,130,3208,28.72356957,0.172499529,-0.166216843,0.121062943,-4.083222486,-1.912780893,Peralihan 1,4.509039433715556,South West,0.20563140583264003,North West
1488,3/4/2022,3870,1820,9330,140,1675,28.67142379,0.146864054,-0.179130473,0.206652435,-2.689259911,-0.10027654,Peralihan 1,2.6911288065393864,West,0.273483007239267,North West
1489,3/5/2022,6939,2950,10550,135,1805,28.8285675,0.148599421,0.017339214,0.276559441,4.937395886,-1.513233298,Peralihan 1,5.1640829920970175,East,0.27710245893598684,
1490,3/6/2022,2172,630,13570,100,1078,28.77713879,0.142716413,0.249806891,0.096377359,5.828840007,0.00432006,Peralihan 1,5.8288416079116585,East,0.2677537639677559,East
1491,3/7/2022,2370,1970,9720,140,1450,28.65856707,0.118734721,0.347762651,-0.077833322,7.330001979,0.00793148,Peralihan 1,7.330006270155498,East,0.3563662265761214,East
1492,3/8/2022,2480,1530,10634,655,690,28.57571621,0.12113227,0.374709587,-0.140671387,4.788721136,1.528153003,Peralihan 1,5.026639207159298,East,0.40024456737126907,East
1493,3/9/2022,2991,920,5790,180,1693,28.79785157,0.146099117,0.246642828,-0.022417832,2.351919393,1.374505679,Peralihan 1,2.7241128267332724,North East,0.2476595320100113,East
1494,3/10/2022,3020,1757,3188,250,1405,29.09213914,0.132442747,-0.00919709,0.04583619,-3.364329421,0.028548943,Peralihan 1,3.364450548775032,West,0.046749789071012925,
1495,3/11/2022,6100,2050,5900,85,3400,28.96642836,0.126489482,-0.219976367,0.176760796,-4.333958693,0.411683461,Peralihan 1,4.353467724089752,West,0.2821949344709651,North West
1496,3/12/2022,11225,6180,12025,385,4160,28.95785729,0.134186776,-0.303560509,0.260310921,-2.403162664,-1.479652429,Peralihan 1,2.822155576910879,South West,0.39988843221104475,North West
1497,3/13/2022,15160,3955,39670,25,3750,28.83214007,0.119235375,-0.270580673,0.331000547,1.026447142,-0.484435186,Peralihan 1,1.135020345524618,South East,0.4275222365157538,North West
1498,3/14/2022,4545,3340,20970,115,2844,29.0328565,0.145403844,-0.175820716,0.308252316,-0.818166306,-0.816362938,Peralihan 1,1.1557874159263362,South West,0.35486957391993545,North West
1499,3/15/2022,4730,730,16510,115,1620,29.4371425,0.156024909,-0.182712945,0.214170674,-2.694444329,-0.855037533,Peralihan 1,2.8268568101194984,West,0.28151926731964066,North West
1500,3/16/2022,4915,2110,16810,236,2080,29.27499821,0.137586459,-0.283666065,0.196192651,-1.783238807,-1.668740179,Peralihan 1,2.442260106499661,South West,0.3449028743559439,North West
1501,3/17/2022,24860,1765,11770,75,4640,29.00214279,0.135212547,-0.281127594,0.176212171,-3.814770979,-1.315197807,Peralihan 1,4.035123652846122,West,0.3317882657912454,North West
1502,3/18/2022,9820,1420,7810,65,1477,29.25785393,0.149468192,-0.345452434,0.123566089,-3.023295793,0.840634571,Peralihan 1,3.1379904292288483,West,0.3668868524590112,West
1503,3/19/2022,15360,3210,31895,270,3963,29.19071521,0.141454717,-0.391938149,0.125082026,-2.664848879,-2.290444381,Peralihan 1,3.5139087936885938,South West,0.41141344881981057,West
1504,3/20/2022,5684,2640,24080,370,2529,29.096427,0.142805262,-0.349595991,0.217753494,-2.194831993,-0.833881011,Peralihan 1,2.347902259039489,West,0.4118664116828175,North West
1505,3/21/2022,21104,4050,12140,255,3320,29.23428779,0.155063156,-0.12233419,0.17405676,1.16328839,-1.885695219,Peralihan 1,2.215645805914892,South East,0.21274729080449814,North West
1506,3/22/2022,7899,1120,11350,140,2226,29.36714171,0.154344464,-0.03038992,0.020391308,1.028028034,-0.855414809,Peralihan 1,1.3373765865104756,South East,0.03659716764392108,North West
1507,3/23/2022,9780,4145,12750,310,2625,29.3385665,0.152677948,-0.0204382,-0.062503867,2.442379693,2.169666114,Peralihan 1,3.266905203861697,North East,0.0657605764055767,South
1508,3/24/2022,17615,1820,14120,1048,4070,29.61000064,0.150501003,-0.050125543,-0.14892037,-2.845908971,-2.297074316,Peralihan 1,3.6572870114943328,South West,0.1571300310633895,South
1509,3/25/2022,19309,4783,18940,425,7099,29.45928293,0.124920053,-0.148213399,-0.230798631,0.614458731,-0.970603127,Peralihan 1,1.148751479757179,South East,0.27429039304103847,South West
1510,3/26/2022,16065,3670,9880,250,2732,29.39000157,0.122927384,-0.238760695,-0.281560234,0.133073287,-2.033009066,Peralihan 1,2.037359654590023,South,0.36916505095555535,South West
1511,3/27/2022,13625,2990,32730,660,7070,29.87642564,0.124333665,-0.196008186,-0.225749803,5.463651157,1.765482914,Peralihan 1,5.7418127699371535,East,0.2989685310087826,South West
1512,3/28/2022,15631,1405,7940,100,1011,29.78856764,0.125314513,-0.078186642,-0.10727845,-0.085533267,-2.031823175,Peralihan 1,2.0336227167866645,South,0.13274719138889027,South West
1513,3/29/2022,12530,450,2320,320,818,29.42713921,0.124572022,-0.130007717,-0.104924531,-2.355386857,-2.045244771,Peralihan 1,3.119434791661974,South West,0.16706634516000535,South West
1514,3/30/2022,7341,430,3470,330,455,29.20856586,0.118999008,-0.120934696,-0.129146075,-1.248195601,-0.767312225,Peralihan 1,1.465182687923319,South West,0.17692910835845538,South West
1515,3/31/2022,16230,6030,13230,375,2825,29.41714036,0.14306566,-0.068731587,-0.123990257,1.222060824,-1.371956486,Peralihan 1,1.837307066614894,South East,0.1417660568770417,South West
1516,4/1/2022,9072,3300,6086,300,1720,29.3921445,0.139128226,0.010969599,-0.116176079,4.891363614,-0.183312374,Peralihan 1,4.894797384042025,East,0.11669281654855641,South
1517,4/2/2022,6529,2010,5900,0,1192,29.28643136,0.131927073,0.107217271,-0.075156886,5.426964729,1.415390253,Peralihan 1,5.608500310965263,East,0.13093548302085434,South East
1518,4/3/2022,17627,2470,13310,20,5117,29.317858,0.129498519,0.212222313,-0.031593245,4.08579975,-1.181736767,Peralihan 1,4.253264791143348,East,0.21456104787379277,East
1519,4/4/2022,8810,1760,26370,100,1840,29.441428,0.127834395,0.212907235,-0.063047881,2.23986115,0.332663322,Peralihan 1,2.264429918783842,East,0.22204622494862503,East
1520,4/5/2022,2720,1650,3790,150,710,29.32142443,0.132469999,0.20474772,-0.018308803,7.110976986,1.111033352,Peralihan 1,7.197248696875633,East,0.20556468838905967,East
1521,4/6/2022,2800,1000,3100,0,120,29.05785486,0.12990022,0.316365225,0.015729099,8.567989579,2.997194714,Peralihan 1,9.07709323404151,East,0.3167559946467508,East
1522,4/7/2022,10052,720,5380,220,1598,29.09356907,0.128985344,0.415375239,-0.012614624,7.364363521,0.704451493,Peralihan 1,7.3979795873890755,East,0.415566743030489,East
1523,4/8/2022,1650,1950,1200,300,600,29.21642629,0.135535734,0.427955874,-0.005793891,7.12469365,0.801232292,Peralihan 1,7.169604786324969,East,0.42799509257002444,East
1524,4/9/2022,2220,1440,21300,25,1520,29.08500014,0.12003002,0.406669386,0.033023004,2.891984329,1.166228856,Peralihan 1,3.118278868823096,East,0.4080079757833185,East
1525,4/10/2022,6250,2025,4390,200,1760,29.06928357,0.119065958,0.420824881,0.130554547,3.4883806,0.754661091,Peralihan 1,3.5690772718905475,East,0.44061101916661066,East
1526,4/11/2022,14750,3700,6800,0,2120,29.2371435,0.14298825,0.474215083,0.215474425,4.560443064,1.997449621,Peralihan 1,4.978699220521235,North East,0.5208734709829034,North East
1527,4/12/2022,5775,5250,9675,215,1175,29.42071529,0.145183121,0.587958309,0.169944075,3.038287714,0.684022698,Peralihan 1,3.114334484993952,East,0.6120261119835861,East
1528,4/13/2022,46322,12260,7090,55,2471,29.38928671,0.134856761,0.595737195,0.064328854,3.906576371,0.194944022,Peralihan 1,3.911437346317727,East,0.5992003062110544,East
1529,4/14/2022,39442,12890,22280,115,8196,29.13428386,0.155120901,0.524805808,-0.047786244,1.442527283,-0.248964821,Peralihan 1,1.4638539695935946,East,0.5269769076782781,East
1530,4/15/2022,5150,1350,14200,0,2100,29.29285307,0.144646373,0.533621913,-0.132415454,0.702384934,0.612467943,Peralihan 1,0.9319128589695688,North East,0.5498056006369939,East
1531,4/16/2022,5495,1090,8750,20,1077,29.38428607,0.154758181,0.545783954,-0.127512797,1.940837671,0.52455397,Peralihan 1,2.010474504343556,East,0.5604816124036874,East
1532,4/17/2022,11350,1700,2750,50,430,29.42500079,0.163259198,0.490324706,-0.22161339,-0.661494001,-0.801971112,Peralihan 1,1.0395825978927815,South West,0.5380806741941941,South East
1533,4/18/2022,3650,0,5890,235,400,29.59213907,0.184181389,0.228338092,-0.294031965,-5.035485043,-1.14203806,Peralihan 1,5.163367171600842,West,0.37228091637896465,South East
1534,4/19/2022,1700,770,2300,300,800,29.46927964,0.178162049,-0.007556298,-0.167669445,-3.748559014,-0.205681637,Peralihan 1,3.754197599652908,West,0.16783962710299624,South
1535,4/20/2022,19320,9080,18710,500,5430,29.40214536,0.164588398,-0.017710993,0.012093616,-2.294196514,-1.105142217,Peralihan 1,2.5465028891885098,South West,0.021446091042460515,North West
1536,4/21/2022,28570,9865,17640,310,5440,29.46499843,0.158295081,0.02940379,-0.012486142,-2.290081493,-1.778403522,Peralihan 1,2.899515878839624,South West,0.031945056087104684,South East
1537,4/22/2022,48576,19886,32075,415,11422,29.41142707,0.149804226,0.042796719,-0.148449374,-1.2118813,-1.7525576,Peralihan 1,2.1307544266309644,South West,0.15449522904658525,South
1538,4/23/2022,45581,17750,34350,505,11504,29.41714036,0.149622168,0.030307742,-0.221538345,-0.663981608,-1.300266982,Peralihan 1,1.4599882877070125,South West,0.2236018728241729,South
1539,4/24/2022,43510,10560,21390,746,9318,29.32928457,0.179959921,-0.050560216,-0.259537786,-1.992359954,-2.863070921,Peralihan 1,3.4880758714481352,South West,0.2644167124138496,South
1540,4/25/2022,20179,3750,11950,30,3543,29.567143,0.1521423,-0.196093325,-0.164568913,0.29379085,-0.813236628,Peralihan 1,0.864677325170802,South,0.25599906100522557,South West
1541,4/26/2022,39149,2790,8365,380,2230,29.53071164,0.122744763,-0.109050762,-0.075625054,-0.285331702,-1.765494048,Peralihan 1,1.7884024753085204,South,0.1327072623682802,South West
1542,4/27/2022,25508,8700,13460,125,5799,29.29142979,0.122623915,-0.114793737,0.076690354,0.474013959,1.041446006,Peralihan 1,1.144246047290619,North East,0.13805438222334881,North West
1543,4/28/2022,38460,12030,18640,255,6630,29.432142,0.116421512,-0.121488256,0.184163813,-4.127650607,0.542745858,Peralihan 1,4.163180586984382,West,0.22062571555605323,North West
1544,4/29/2022,14450,6350,10150,645,4050,29.59856957,0.116595852,-0.096198891,0.262850712,-3.472133121,0.194970979,Peralihan 1,3.4776029233650902,West,0.2799012744317839,
1545,4/30/2022,47174,8220,26810,215,7143,29.64999821,0.099509553,-0.041582027,0.210448198,-0.595072778,0.240518063,Peralihan 1,0.6418415300881591,West,0.21451692010393011,
1546,5/1/2022,14319,3840,12790,160,2151,29.88714171,0.118320832,-0.007963693,0.248512835,-1.318731847,-0.231285039,Peralihan 1,1.3388601321860558,West,0.24864040211907532,
1547,5/2/2022,16734,1210,5990,40,1980,29.92857364,0.105799536,0.002225741,0.249803168,-0.806728005,-0.290711866,Peralihan 1,0.8575100367252164,West,0.24981308345608183,
1548,5/3/2022,25550,2670,9290,0,3710,29.834998,0.106878093,-0.012163209,0.154337089,-0.074001965,1.375799336,Peralihan 1,1.377788120053988,,0.15481563452756186,
1549,5/4/2022,8620,3280,9680,0,3620,30.12499779,0.105645102,-0.086072022,0.147667807,-1.220529791,0.901355033,Peralihan 1,1.5172784405747466,North West,0.17092154397663784,North West
1550,5/5/2022,10095,2050,10770,160,1813,30.20357193,0.102432152,-0.153610923,0.187082121,-2.136013057,-0.689531834,Peralihan 1,2.244550273389725,West,0.24206618033663968,North West
1551,5/6/2022,7650,2950,3500,75,2130,30.05857407,0.097937476,-0.239325829,0.160317646,-4.597551214,-1.830472736,Peralihan 1,4.948546008939616,West,0.28806006326028355,North West
1552,5/7/2022,20439,4890,14795,920,5289,30.16000157,0.099284415,-0.386840214,0.125920167,-5.76544455,0.271727259,Peralihan 1,5.77184429471277,West,0.40681843569935927,West
1553,5/8/2022,13700,3900,5900,85,1180,29.59499893,0.098638552,-0.431156259,0.253189538,-1.984036975,-0.522786361,Peralihan 1,2.051757368066403,West,0.5000006618270905,North West
1554,5/9/2022,14660,2560,9580,75,2330,29.71213857,0.100422511,-0.32897428,0.293569185,0.032778844,0.122553809,Peralihan 1,0.1268616912798533,,0.4409160274735799,North West
1555,5/10/2022,19383,3130,6565,0,4571,29.61642893,0.128797502,-0.004985983,0.21574308,5.3127909,0.577081386,Peralihan 1,5.344040612981014,East,0.2158006871962244,
1556,5/11/2022,16583,6690,14760,250,5565,29.80357357,0.130540095,0.109762794,0.096896824,-5.032160629,-0.985668729,Peralihan 1,5.127785432268608,West,0.14641333767103806,North East
1557,5/12/2022,19925,3710,13380,100,4842,29.921426,0.134594252,-0.07401208,0.054197609,-1.053651359,0.9611322,Peralihan 1,1.426168395456647,North West,0.09173422920177222,North West
1558,5/13/2022,15411,3950,5725,635,2690,29.84570964,0.128989104,-0.130127288,0.055304192,-1.492794103,1.155529336,Peralihan 1,1.887771776541904,North West,0.14139188355421187,North West
1559,5/14/2022,21312,5820,9650,650,3434,29.84928236,0.121563135,-0.081699058,0.07607212,2.045270364,0.702160673,Peralihan 1,2.1624431721006,East,0.11163200042721515,North West
1560,5/15/2022,37609,5890,17800,150,6197,29.83785579,0.115731437,-0.116922342,0.173446004,-3.226813936,-1.419794413,Peralihan 1,3.5253573368879683,South West,0.20917540573005464,North West
1561,5/16/2022,20214,5090,24700,240,9759,29.73142986,0.115834425,-0.132106227,0.23712302,-2.608610514,0.787702931,Peralihan 1,2.7249449024259804,West,0.27143946254385326,North West
1562,5/17/2022,3280,500,4180,0,1600,29.6828525,0.114414723,-0.173301287,0.251464632,-3.135772464,-0.616899065,Peralihan 1,3.195877563734021,West,0.3053977688568661,North West
1563,5/18/2022,12100,2030,11405,610,4620,29.42714579,0.105554537,-0.169860848,0.236467302,-1.725884534,-0.168489359,Peralihan 1,1.7340894119959984,West,0.2911520094356869,North West
1564,5/19/2022,22655,1587,3400,285,574,29.57785914,0.125386901,-0.17712696,0.252234721,-3.688484557,-0.116069786,Peralihan 1,3.690310355844014,West,0.3082147213174436,North West
1565,5/20/2022,14176,7400,13170,615,5556,29.57714186,0.131495089,-0.165837841,0.310987601,-1.554728386,1.404690721,Peralihan 1,2.095312954166433,North West,0.3524421618979155,North West
1566,5/21/2022,11588,5075,12925,110,3195,29.57857193,0.122296661,0.005947008,0.319413976,1.297595514,2.634354236,Peralihan 1,2.936592644321658,North East,0.31946933337689964,
1567,5/22/2022,22387,4620,10630,110,14162,30.01499721,0.134909584,0.080390822,0.237678281,-2.375520064,-0.471714348,Peralihan 1,2.421902145128004,West,0.25090565860687686,
1568,5/23/2022,24495,3780,11890,10,4039,29.69070864,0.130652206,-0.040583958,0.178422855,-2.419785414,-1.357942003,Peralihan 1,2.7747734922546026,South West,0.182980252577421,
1569,5/24/2022,26491,3510,6230,90,2730,29.56999643,0.133804117,-0.111152589,0.109658579,-2.042530421,0.667420909,Peralihan 1,2.1488092494404483,West,0.1561406481019666,North West
1570,5/25/2022,10670,4300,12950,700,4060,29.52285543,0.132165971,-0.262978917,0.111860193,-3.424055021,1.156445634,Peralihan 1,3.614072397065805,West,0.2857807088739373,North West
1571,5/26/2022,26548,2424,6740,200,1860,29.53285871,0.127543519,-0.260190442,0.225776799,1.954438129,1.015896535,Peralihan 1,2.202697021815308,North East,0.3444912612459738,North West
1572,5/27/2022,15066,1208,2370,150,1210,29.64499993,0.120487515,0.060418526,0.253200797,2.127593644,0.986277448,Peralihan 1,2.3450795121749266,North East,0.2603095117075976,
1573,5/28/2022,22790,2769,8460,250,5151,29.506426,0.118421405,0.182740335,0.141505297,-0.136749924,0.104793146,Peralihan 1,0.1722850694708717,North West,0.23112286584189465,North East
1574,5/29/2022,12141,3670,9790,90,2533,29.84642686,0.113327203,0.190372618,-0.00895986,1.242356837,-0.280174038,Peralihan 1,1.2735572236887789,East,0.19058334863096912,East
1575,5/30/2022,12610,1800,3260,0,2670,29.702142,0.122503519,0.262000955,-0.073696771,0.140536084,0.487199982,Peralihan 1,0.5070643089065285,,0.27216854057134976,East
1576,5/31/2022,19050,2500,10400,50,4030,29.79142964,0.130965248,0.178420623,-0.096870296,-3.06337635,0.643973581,Peralihan 1,3.130331713215915,West,0.20302160712307382,South East
1577,6/1/2022,11476,2625,1140,35,900,29.71428793,0.127799735,-0.053133897,-0.012700447,-3.48989505,0.78772989,Timur,3.577692809565113,West,0.05463069068212865,West
1578,6/2/2022,7673,3995,5740,565,1601,29.79643036,0.117806601,-0.146717901,0.131558326,-3.337640021,0.449522575,Timur,3.3677754460794307,West,0.1970627707451818,North West
1579,6/3/2022,40116,6497,21985,330,7739,29.75856886,0.12073157,-0.160206663,0.185056026,-0.666399481,-0.014033521,Timur,0.6665472286257943,West,0.2447690904270967,North West
1580,6/4/2022,13290,1860,13580,220,3763,29.92928214,0.118103234,-0.086770086,0.211921498,0.265381055,0.862276184,Timur,0.902190291372344,,0.22899731251482278,
1581,6/5/2022,22244,6795,32410,90,6470,29.70213964,0.109695766,-0.028445342,0.2381877,-0.579844955,-0.465569524,Timur,0.7436229915195862,South West,0.23988021575942223,
1582,6/6/2022,7600,800,5700,100,1400,29.68785957,0.121896274,-0.044979794,0.188305948,-2.902054314,0.495204424,Timur,2.944001810963299,West,0.1936034914986327,
1583,6/7/2022,15980,2000,11600,360,3450,29.99642736,0.123792535,-0.060767248,0.146606514,-1.078318122,1.496970736,Timur,1.844909579538788,North West,0.15870138114309434,North West
1584,6/8/2022,17997,3463,3780,100,5041,29.98643071,0.118010769,-0.058621163,0.040966761,-4.9342607,0.23502007,Timur,4.93985456150961,West,0.07151724448203867,North West
1585,6/9/2022,19130,4640,12015,1300,1800,29.9821385,0.121861246,-0.17659814,0.036004079,-4.024147829,3.476166693,Timur,5.317659318456569,North West,0.1802309539343834,West
1586,6/10/2022,24432,6110,8120,225,3580,29.85928564,0.125119831,-0.139571404,0.103171976,-2.210431821,1.209997182,Timur,2.5199408754447625,North West,0.17356449362204182,North West
1587,6/11/2022,19110,4440,10360,50,5122,30.13571371,0.127383223,-0.123745184,0.094886251,-3.93022355,-0.137118474,Timur,3.932614731814787,West,0.15593675382035135,North West
1588,6/12/2022,10430,1300,7190,125,5020,29.79214257,0.128595828,-0.181704756,0.064332574,-2.1957852,1.356152082,Timur,2.5808179157104387,North West,0.1927570969652869,West
1589,6/13/2022,8550,4890,15100,450,3632,29.9242815,0.116776565,-0.18367891,0.1130363,-2.416949138,0.479303358,Timur,2.464015999272128,West,0.21567370515776396,North West
1590,6/14/2022,21710,3651,11610,2010,4162,29.88357107,0.112063517,-0.241586231,0.087225468,-5.652735293,0.374275566,Timur,5.665112398887811,West,0.25685051932321334,West
1591,6/15/2022,762,710,10330,150,814,29.85786007,0.126092745,-0.341206508,0.076481642,-7.359995993,-0.328631824,Timur,7.367329223858644,West,0.3496731654911058,West
1592,6/16/2022,3989,2040,14890,80,2040,29.83071021,0.144837036,-0.402152054,0.14475453,-3.647450814,-0.329089967,Timur,3.6622667361798382,West,0.4274109831203918,West
1593,6/17/2022,14640,3470,10970,125,3775,29.65284936,0.136777738,-0.353674886,0.190899125,-2.648202907,0.294500788,Timur,2.664527978981619,West,0.4019059602853367,North West
1594,6/18/2022,12220,3925,4770,100,2410,29.73214057,0.129421882,-0.26945964,0.242167807,-0.7304261,2.254184307,Timur,2.369571517698143,,0.3622895862926767,North West
1595,6/19/2022,4373,2120,5850,30,3160,29.69785636,0.132898706,-0.089396547,0.254312347,-0.704806134,2.496473236,Timur,2.5940567273265898,,0.26956726888139004,
1596,6/20/2022,14300,800,6050,100,700,29.86785664,0.126496872,0.02615021,0.176148727,-2.03597435,0.593979601,Timur,2.12084966941602,West,0.17807921694224912,
1597,6/21/2022,1830,205,1200,0,1300,29.87428707,0.130776617,-0.01612875,0.077462731,0.092039512,-0.246808781,Timur,0.2634119324326521,South,0.07912402461036004,
1598,6/22/2022,3449,530,2090,320,2068,29.84570971,0.110786446,-0.073621287,-0.038580897,-2.179859886,-0.525400608,Timur,2.242283416849597,West,0.08311786518469406,South West
1599,6/23/2022,4850,1760,13370,0,2440,29.9478585,0.116686262,-0.233624829,-0.02226146,-5.298357007,0.202490289,Timur,5.302224937775207,West,0.23468304865629058,West
1600,6/24/2022,14320,2680,4320,150,3240,29.9364275,0.131901299,-0.333679271,0.075585295,-2.931115081,-0.28577983,Timur,2.945013706131173,West,0.3421330044227368,West
1601,6/25/2022,9597,2480,8445,235,3805,29.74714436,0.125226506,-0.292662368,0.097123162,-1.178821819,0.217609729,Timur,1.1987388686056368,West,0.30835721207756056,West
1602,6/26/2022,10450,5780,14890,50,5480,29.92856921,0.126839897,-0.168421696,0.152042889,0.745883063,0.883998633,Timur,1.1566309380334467,North East,0.22689845257071,North West
1603,6/27/2022,4200,2520,5580,80,1880,30.02428321,0.133825425,0.004027201,0.142445985,0.933708482,0.177425925,Timur,0.950416481454762,East,0.14250290169156074,
1604,6/28/2022,8595,3240,33210,390,3630,30.03785929,0.1261567,0.011216773,0.12787124,-1.771730753,0.012297528,Timur,1.7717734308654869,West,0.1283622608700514,
1605,6/29/2022,1100,950,3050,200,0,30.25785614,0.119810558,-0.018682099,0.039441458,-3.728751179,0.838182054,Timur,3.8217972879970423,West,0.04364228949323769,North West
1606,6/30/2022,2183,560,1729,10,2090,30.18642764,0.111846004,-0.151976495,0.035600895,-1.83929121,0.922996648,Timur,2.057890902696861,North West,0.15609061072750674,West
1607,7/1/2022,3350,2210,4390,1050,1400,30.11785229,0.114501467,-0.227297834,0.091757528,-1.485098804,0.755253997,Timur,1.6661113581110676,North West,0.24511986717881998,West
1608,7/2/2022,10583,8990,12290,965,3660,30.00642621,0.102429447,-0.231159832,0.117594042,-4.836058629,-0.421154389,Timur,4.854362376512421,West,0.259351550302222,North West
1609,7/3/2022,6470,2040,11820,200,2565,29.88285379,0.114700551,-0.27993377,0.188755375,-1.384595126,3.130709586,Timur,3.42322160761106,North West,0.33762628330419353,North West
1610,7/4/2022,7576,1600,14140,1500,2724,30.00999664,0.128969174,-0.024947086,0.263421908,2.497781107,0.955822859,Timur,2.674417281628482,East,0.2646005644632147,
1611,7/5/2022,4134,1920,3120,390,1745,29.97357186,0.131781027,0.14149507,0.229320271,-0.91876298,0.282426769,Timur,0.9611921208927277,West,0.2694599070841863,North East
1612,7/6/2022,1020,600,1765,60,900,30.03928257,0.129137291,0.208505139,0.067550137,1.94702184,1.261635179,Timur,2.320046846580333,North East,0.21917439174805092,East
1613,7/7/2022,5500,1450,5050,220,1931,29.75285329,0.1234444,0.195705403,-0.05882725,2.739984979,3.234201243,Timur,4.23881768484661,North East,0.2043556950661148,East
1614,7/8/2022,8250,4960,15240,910,3471,29.76142893,0.12253426,0.053050794,-0.126551642,-1.244964054,0.612333166,Timur,1.387403114432031,North West,0.13722137164788362,South East
1615,7/9/2022,4310,545,4520,0,1070,29.79428529,0.12834495,-0.03623193,-0.038605246,4.072408471,2.285770807,Timur,4.67003842990676,North East,0.052944478184655065,South West
1616,7/10/2022,6230,900,3390,0,820,29.85285729,0.124347611,-0.071488668,0.024336218,-1.162547799,1.935570346,Timur,2.2578640236458667,North West,0.07551742288344954,West
1617,7/11/2022,1779,20,2580,450,820,29.92428586,0.124399262,-0.056718303,0.10070043,-0.542344963,2.714937486,Timur,2.7685779042279943,,0.11557483505237941,North West
1618,7/12/2022,2660,1760,5140,0,1260,29.96428786,0.124350889,0.007828551,0.117311806,-1.614268012,-0.250177655,Timur,1.633539125220982,West,0.11757272658972079,
1619,7/13/2022,7035,8420,15920,190,3980,30.02928393,0.110042787,0.13819446,0.080419024,0.202586596,0.21162667,Timur,0.2929627558823068,North East,0.15989036304857204,North East
1620,7/14/2022,5000,4110,3725,140,1620,29.89856821,0.104975933,0.27338915,0.020995273,4.2407052,1.993972986,Timur,4.686097402125227,North East,0.2741941444051405,East
1621,7/15/2022,15090,6050,12530,0,4755,29.87714279,0.106236224,0.313965769,0.002892992,0.588559805,2.57414581,Timur,2.6405736678233755,,0.31397909724450357,East
